Datetime,ms,Pressure(kPa),Temp(C)
2023-02-15 16:39:57,0,98.7825,13.177
2023-02-15 16:44:57,0,98.7801,12.833
2023-02-15 16:49:57,0,98.7746,12.368
2023-02-15 16:54:57,0,98.7747,12.026
2023-02-15 16:59:57,0,98.7841,11.729
2023-02-15 17:04:57,0,98.7929,11.45
2023-02-15 17:09:57,0,98.8011,11.146
2023-02-15 17:14:57,0,98.8093,10.838
2023-02-15 17:19:57,0,98.8072,10.622
2023-02-15 17:24:57,0,98.8019,10.456
2023-02-15 17:29:57,0,98.8089,10.231
2023-02-15 17:34:57,0,98.8122,9.936
2023-02-15 17:39:57,0,98.8207,9.604
2023-02-15 17:44:57,0,98.8184,9.318
2023-02-15 17:49:57,0,98.8291,9.025
2023-02-15 17:54:57,0,98.8327,8.73
2023-02-15 17:59:57,0,98.8445,8.444
2023-02-15 18:04:57,0,98.8408,8.159
2023-02-15 18:09:57,0,98.8573,7.874
2023-02-15 18:14:57,0,98.8617,7.598
2023-02-15 18:19:57,0,98.8675,7.309
2023-02-15 18:24:57,0,98.8733,7.013
2023-02-15 18:29:57,0,98.8839,6.735
2023-02-15 18:34:57,0,98.8848,6.465
2023-02-15 18:39:57,0,98.9002,6.244
2023-02-15 18:44:57,0,98.9118,6.063
2023-02-15 18:49:57,0,98.913,5.887
2023-02-15 18:54:57,0,98.9217,5.707
2023-02-15 18:59:57,0,98.9342,5.503
2023-02-15 19:04:57,0,98.9408,5.273
2023-02-15 19:09:57,0,98.957,5.054
2023-02-15 19:14:57,0,98.9654,4.843
2023-02-15 19:19:57,0,98.9659,4.634
2023-02-15 19:24:57,0,98.9693,4.438
2023-02-15 19:29:57,0,98.9779,4.292
2023-02-15 19:34:57,0,98.9916,4.154
2023-02-15 19:39:57,0,98.9944,3.971
2023-02-15 19:44:57,0,98.9962,3.785
2023-02-15 19:49:57,0,99.0026,3.618
2023-02-15 19:54:57,0,99.005,3.462
2023-02-15 19:59:57,0,99.0079,3.298
2023-02-15 20:04:57,0,99.0137,3.133
2023-02-15 20:09:57,0,99.0155,2.965
2023-02-15 20:14:57,0,99.03,2.802
2023-02-15 20:19:57,0,99.0391,2.651
2023-02-15 20:24:57,0,99.0408,2.509
2023-02-15 20:29:57,0,99.0466,2.38
2023-02-15 20:34:57,0,99.0572,2.26
2023-02-15 20:39:57,0,99.061,2.143
2023-02-15 20:44:57,0,99.0662,2.032
2023-02-15 20:49:57,0,99.0776,1.932
2023-02-15 20:54:57,0,99.0845,1.832
2023-02-15 20:59:57,0,99.0938,1.728
2023-02-15 21:04:57,0,99.0935,1.631
2023-02-15 21:09:57,0,99.1024,1.54
2023-02-15 21:14:57,0,99.1138,1.444
2023-02-15 21:19:57,0,99.1144,1.366
2023-02-15 21:24:57,0,99.1278,1.295
2023-02-15 21:29:57,0,99.1406,1.206
2023-02-15 21:34:57,0,99.1426,1.119
2023-02-15 21:39:57,0,99.1372,1.039
2023-02-15 21:44:57,0,99.1308,0.939
2023-02-15 21:49:57,0,99.1298,0.85
2023-02-15 21:54:57,0,99.1278,0.783
2023-02-15 21:59:57,0,99.134,0.747
2023-02-15 22:04:57,0,99.1462,0.693
2023-02-15 22:09:57,0,99.1517,0.616
2023-02-15 22:14:57,0,99.1537,0.537
2023-02-15 22:19:57,0,99.1525,0.451
2023-02-15 22:24:57,0,99.1385,0.368
2023-02-15 22:29:57,0,99.1321,0.286
2023-02-15 22:34:57,0,99.1349,0.196
2023-02-15 22:39:57,0,99.1377,0.127
2023-02-15 22:44:57,0,99.1282,0.052
2023-02-15 22:49:57,0,99.1172,-0.004
2023-02-15 22:54:57,0,99.1279,-0.033
2023-02-15 22:59:57,0,99.131,-0.044
2023-02-15 23:04:57,0,99.1412,-0.004
2023-02-15 23:09:57,0,99.1515,0.058
2023-02-15 23:14:57,0,99.1677,0.166
2023-02-15 23:19:57,0,99.1697,0.333
2023-02-15 23:24:57,0,99.1745,0.528
2023-02-15 23:29:57,0,99.1953,0.689
2023-02-15 23:34:57,0,99.2033,0.794
2023-02-15 23:39:57,0,99.208,0.875
2023-02-15 23:44:57,0,99.2013,0.921
2023-02-15 23:49:57,0,99.1939,0.922
2023-02-15 23:54:57,0,99.185,0.902
2023-02-15 23:59:57,0,99.1802,0.911
2023-02-16 00:04:57,0,99.1857,0.928
2023-02-16 00:09:57,0,99.1739,0.948
2023-02-16 00:14:57,0,99.1501,0.962
2023-02-16 00:19:57,0,99.1495,0.943
2023-02-16 00:24:57,0,99.1474,0.885
2023-02-16 00:29:57,0,99.1296,0.799
2023-02-16 00:34:57,0,99.1266,0.699
2023-02-16 00:39:57,0,99.1242,0.626
2023-02-16 00:44:57,0,99.1349,0.55
2023-02-16 00:49:57,0,99.1167,0.454
2023-02-16 00:54:57,0,99.1124,0.392
2023-02-16 00:59:57,0,99.1151,0.357
2023-02-16 01:04:57,0,99.1086,0.309
2023-02-16 01:09:57,0,99.1139,0.245
2023-02-16 01:14:57,0,99.1124,0.221
2023-02-16 01:19:57,0,99.1093,0.242
2023-02-16 01:24:57,0,99.1072,0.277
2023-02-16 01:29:57,0,99.0798,0.28
2023-02-16 01:34:57,0,99.0852,0.325
2023-02-16 01:39:57,0,99.083,0.436
2023-02-16 01:44:57,0,99.0775,0.569
2023-02-16 01:49:57,0,99.071,0.669
2023-02-16 01:54:57,0,99.067,0.744
2023-02-16 01:59:57,0,99.0828,0.85
2023-02-16 02:04:57,0,99.0755,0.994
2023-02-16 02:09:57,0,99.0651,1.149
2023-02-16 02:14:57,0,99.0502,1.306
2023-02-16 02:19:57,0,99.0665,1.45
2023-02-16 02:24:57,0,99.0665,1.596
2023-02-16 02:29:57,0,99.05,1.743
2023-02-16 02:34:57,0,99.0368,1.878
2023-02-16 02:39:57,0,99.0308,1.996
2023-02-16 02:44:57,0,99.0349,2.055
2023-02-16 02:49:57,0,99.0517,2.061
2023-02-16 02:54:57,0,99.0264,2.044
2023-02-16 02:59:57,0,99.021,2.027
2023-02-16 03:04:57,0,99.043,2.015
2023-02-16 03:09:57,0,99.0224,2.029
2023-02-16 03:14:57,0,99.0115,2.05
2023-02-16 03:19:57,0,99.0036,2.068
2023-02-16 03:24:57,0,98.994,2.1
2023-02-16 03:29:57,0,98.9637,2.133
2023-02-16 03:34:57,0,98.9523,2.142
2023-02-16 03:39:57,0,98.9351,2.135
2023-02-16 03:44:57,0,98.935,2.109
2023-02-16 03:49:57,0,98.9128,2.075
2023-02-16 03:54:57,0,98.9277,2.019
2023-02-16 03:59:57,0,98.9614,1.95
2023-02-16 04:04:57,0,98.9516,1.891
2023-02-16 04:09:57,0,98.9274,1.838
2023-02-16 04:14:57,0,98.9311,1.807
2023-02-16 04:19:57,0,98.8884,1.771
2023-02-16 04:24:57,0,98.8567,1.724
2023-02-16 04:29:57,0,98.8536,1.666
2023-02-16 04:34:57,0,98.8597,1.63
2023-02-16 04:39:57,0,98.8942,1.663
2023-02-16 04:44:57,0,98.915,1.739
2023-02-16 04:49:57,0,98.9189,1.81
2023-02-16 04:54:57,0,98.9022,1.868
2023-02-16 04:59:57,0,98.8729,1.904
2023-02-16 05:04:57,0,98.8638,1.904
2023-02-16 05:09:57,0,98.9283,1.893
2023-02-16 05:14:57,0,98.9025,1.904
2023-02-16 05:19:57,0,98.902,1.924
2023-02-16 05:24:57,0,98.8583,1.952
2023-02-16 05:29:57,0,98.845,1.984
2023-02-16 05:34:57,0,98.8338,2.009
2023-02-16 05:39:57,0,98.8763,2.035
2023-02-16 05:44:57,0,98.8668,2.073
2023-02-16 05:49:57,0,98.8706,2.108
2023-02-16 05:54:57,0,98.8902,2.131
2023-02-16 05:59:57,0,98.9074,2.151
2023-02-16 06:04:57,0,98.905,2.168
2023-02-16 06:09:57,0,98.8971,2.185
2023-02-16 06:14:57,0,98.8883,2.19
2023-02-16 06:19:57,0,98.8666,2.189
2023-02-16 06:24:57,0,98.8602,2.181
2023-02-16 06:29:57,0,98.8165,2.175
2023-02-16 06:34:57,0,98.7825,2.178
2023-02-16 06:39:57,0,98.7711,2.18
2023-02-16 06:44:57,0,98.7557,2.184
2023-02-16 06:49:57,0,98.766,2.19
2023-02-16 06:54:57,0,98.7702,2.204
2023-02-16 06:59:57,0,98.7644,2.218
2023-02-16 07:04:57,0,98.7927,2.238
2023-02-16 07:09:57,0,98.7931,2.27
2023-02-16 07:14:57,0,98.7944,2.305
2023-02-16 07:19:57,0,98.7699,2.347
2023-02-16 07:24:57,0,98.8075,2.381
2023-02-16 07:29:57,0,98.7923,2.405
2023-02-16 07:34:57,0,98.7578,2.371
2023-02-16 07:39:57,0,98.7677,2.297
2023-02-16 07:44:57,0,98.7719,2.238
2023-02-16 07:49:57,0,98.7357,2.192
2023-02-16 07:54:57,0,98.7707,2.132
2023-02-16 07:59:57,0,98.7642,2.102
2023-02-16 08:04:57,0,98.7709,2.094
2023-02-16 08:09:57,0,98.7402,2.096
2023-02-16 08:14:57,0,98.7047,2.118
2023-02-16 08:19:57,0,98.6664,2.13
2023-02-16 08:24:57,0,98.6278,2.137
2023-02-16 08:29:57,0,98.6132,2.145
2023-02-16 08:34:57,0,98.5704,2.159
2023-02-16 08:39:57,0,98.5168,2.18
2023-02-16 08:44:57,0,98.4811,2.209
2023-02-16 08:49:57,0,98.4703,2.261
2023-02-16 08:54:57,0,98.4705,2.323
2023-02-16 08:59:57,0,98.4946,2.381
2023-02-16 09:04:57,0,98.5047,2.463
2023-02-16 09:09:57,0,98.5192,2.552
2023-02-16 09:14:57,0,98.5118,2.618
2023-02-16 09:19:57,0,98.5224,2.677
2023-02-16 09:24:57,0,98.5143,2.735
2023-02-16 09:29:57,0,98.5337,2.814
2023-02-16 09:34:57,0,98.5367,2.875
2023-02-16 09:39:57,0,98.5303,2.948
2023-02-16 09:44:57,0,98.5276,3.044
2023-02-16 09:49:57,0,98.5193,3.173
2023-02-16 09:54:57,0,98.4971,3.323
2023-02-16 09:59:57,0,98.5116,3.464
2023-02-16 10:04:57,0,98.5272,3.587
2023-02-16 10:09:57,0,98.5452,3.693
2023-02-16 10:14:57,0,98.5471,3.779
2023-02-16 10:19:57,0,98.5664,3.845
2023-02-16 10:24:57,0,98.5682,3.926
2023-02-16 10:29:57,0,98.5643,4.022
2023-02-16 10:34:57,0,98.5703,4.116
2023-02-16 10:39:57,0,98.5858,4.209
2023-02-16 10:44:57,0,98.6089,4.303
2023-02-16 10:49:57,0,98.5758,4.376
2023-02-16 10:54:57,0,98.5653,4.463
2023-02-16 10:59:57,0,98.5325,4.598
2023-02-16 11:04:57,0,98.5477,4.782
2023-02-16 11:09:57,0,98.5554,4.93
2023-02-16 11:14:57,0,98.538,5.016
2023-02-16 11:19:57,0,98.5077,5.093
2023-02-16 11:24:57,0,98.4926,5.213
2023-02-16 11:29:57,0,98.4759,5.332
2023-02-16 11:34:57,0,98.4775,5.467
2023-02-16 11:39:57,0,98.4345,5.543
2023-02-16 11:44:57,0,98.4434,5.605
2023-02-16 11:49:57,0,98.4139,5.634
2023-02-16 11:54:57,0,98.4187,5.653
2023-02-16 11:59:57,0,98.3758,5.657
2023-02-16 12:04:57,0,98.3756,5.692
2023-02-16 12:09:57,0,98.4201,5.733
2023-02-16 12:14:57,0,98.362,5.77
2023-02-16 12:19:57,0,98.3133,5.842
2023-02-16 12:24:57,0,98.2896,5.948
2023-02-16 12:29:57,0,98.2978,6.022
2023-02-16 12:34:57,0,98.2923,6.101
2023-02-16 12:39:57,0,98.3086,6.177
2023-02-16 12:44:57,0,98.2588,6.274
2023-02-16 12:49:57,0,98.2349,6.351
2023-02-16 12:54:57,0,98.2452,6.432
2023-02-16 12:59:57,0,98.2404,6.528
2023-02-16 13:04:57,0,98.2156,6.593
2023-02-16 13:09:57,0,98.2254,6.622
2023-02-16 13:14:57,0,98.2232,6.659
2023-02-16 13:19:57,0,98.2143,6.74
2023-02-16 13:24:57,0,98.2057,6.793
2023-02-16 13:29:57,0,98.1844,6.804
2023-02-16 13:34:57,0,98.1676,6.829
2023-02-16 13:39:57,0,98.1273,6.882
2023-02-16 13:44:57,0,98.0955,6.93
2023-02-16 13:49:57,0,98.0979,6.959
2023-02-16 13:54:57,0,98.0788,6.912
2023-02-16 13:59:57,0,98.0632,6.881
2023-02-16 14:04:57,0,98.0595,6.87
2023-02-16 14:09:57,0,97.9987,6.82
2023-02-16 14:14:57,0,97.981,6.781
2023-02-16 14:19:57,0,97.9393,6.727
2023-02-16 14:24:57,0,97.9474,6.705
2023-02-16 14:29:57,0,97.9794,6.666
2023-02-16 14:34:57,0,98.0209,6.626
2023-02-16 14:39:57,0,98.0233,6.596
2023-02-16 14:44:57,0,97.9969,6.553
2023-02-16 14:49:57,0,97.9771,6.541
2023-02-16 14:54:57,0,97.9711,6.529
2023-02-16 14:59:57,0,97.9781,6.534
2023-02-16 15:04:57,0,97.9754,6.535
2023-02-16 15:09:57,0,97.9699,6.497
2023-02-16 15:14:57,0,97.9564,6.455
2023-02-16 15:19:57,0,97.9468,6.421
2023-02-16 15:24:57,0,97.9515,6.411
2023-02-16 15:29:57,0,97.9166,6.43
2023-02-16 15:34:57,0,97.936,6.468
2023-02-16 15:39:57,0,97.9098,6.489
2023-02-16 15:44:57,0,97.9065,6.518
2023-02-16 15:49:57,0,97.8966,6.538
2023-02-16 15:54:57,0,97.9084,6.541
2023-02-16 15:59:57,0,97.8864,6.556
2023-02-16 16:04:57,0,97.8829,6.562
2023-02-16 16:09:57,0,97.8956,6.574
2023-02-16 16:14:57,0,97.9204,6.607
2023-02-16 16:19:57,0,97.9234,6.633
2023-02-16 16:24:57,0,97.9136,6.636
2023-02-16 16:29:57,0,97.9261,6.636
2023-02-16 16:34:57,0,97.9368,6.638
2023-02-16 16:39:57,0,97.9392,6.627
2023-02-16 16:44:57,0,97.9438,6.622
2023-02-16 16:49:57,0,97.9538,6.6
2023-02-16 16:54:57,0,97.9502,6.549
2023-02-16 16:59:57,0,97.9473,6.458
2023-02-16 17:04:57,0,97.9514,6.343
2023-02-16 17:09:57,0,97.9789,6.251
2023-02-16 17:14:57,0,97.9901,6.157
2023-02-16 17:19:57,0,98.0016,6.058
2023-02-16 17:24:57,0,98.0171,5.965
2023-02-16 17:29:57,0,98.0264,5.828
2023-02-16 17:34:57,0,98.0513,5.656
2023-02-16 17:39:57,0,98.0589,5.476
2023-02-16 17:44:57,0,98.058,5.304
2023-02-16 17:49:57,0,98.0552,5.124
2023-02-16 17:54:57,0,98.0658,4.977
2023-02-16 17:59:57,0,98.0657,4.844
2023-02-16 18:04:57,0,98.091,4.763
2023-02-16 18:09:57,0,98.0937,4.691
2023-02-16 18:14:57,0,98.0848,4.607
2023-02-16 18:19:57,0,98.1063,4.524
2023-02-16 18:24:57,0,98.1192,4.447
2023-02-16 18:29:57,0,98.1256,4.364
2023-02-16 18:34:57,0,98.128,4.299
2023-02-16 18:39:57,0,98.1424,4.228
2023-02-16 18:44:57,0,98.1448,4.159
2023-02-16 18:49:57,0,98.1678,4.089
2023-02-16 18:54:57,0,98.175,4.011
2023-02-16 18:59:57,0,98.1934,3.937
2023-02-16 19:04:57,0,98.2073,3.877
2023-02-16 19:09:57,0,98.2056,3.822
2023-02-16 19:14:57,0,98.2236,3.743
2023-02-16 19:19:57,0,98.2359,3.588
2023-02-16 19:24:57,0,98.2567,3.392
2023-02-16 19:29:57,0,98.2653,3.178
2023-02-16 19:34:57,0,98.277,2.965
2023-02-16 19:39:57,0,98.2958,2.765
2023-02-16 19:44:57,0,98.3068,2.62
2023-02-16 19:49:57,0,98.3158,2.452
2023-02-16 19:54:57,0,98.3302,2.304
2023-02-16 19:59:57,0,98.3441,2.178
2023-02-16 20:04:57,0,98.3412,2.054
2023-02-16 20:09:57,0,98.3654,1.948
2023-02-16 20:14:57,0,98.3845,1.838
2023-02-16 20:19:57,0,98.3967,1.725
2023-02-16 20:24:57,0,98.4055,1.603
2023-02-16 20:29:57,0,98.4153,1.472
2023-02-16 20:34:57,0,98.4187,1.361
2023-02-16 20:39:57,0,98.4104,1.27
2023-02-16 20:44:57,0,98.4234,1.182
2023-02-16 20:49:57,0,98.4336,1.098
2023-02-16 20:54:57,0,98.4446,1.019
2023-02-16 20:59:57,0,98.4501,0.938
2023-02-16 21:04:57,0,98.4596,0.881
2023-02-16 21:09:57,0,98.487,0.837
2023-02-16 21:14:57,0,98.498,0.822
2023-02-16 21:19:57,0,98.5074,0.824
2023-02-16 21:24:57,0,98.5313,0.819
2023-02-16 21:29:57,0,98.5432,0.806
2023-02-16 21:34:57,0,98.5392,0.782
2023-02-16 21:39:57,0,98.557,0.763
2023-02-16 21:44:57,0,98.5645,0.746
2023-02-16 21:49:57,0,98.5808,0.712
2023-02-16 21:54:57,0,98.5924,0.653
2023-02-16 21:59:57,0,98.5935,0.592
2023-02-16 22:04:57,0,98.603,0.542
2023-02-16 22:09:57,0,98.5986,0.517
2023-02-16 22:14:57,0,98.6185,0.499
2023-02-16 22:19:57,0,98.6217,0.483
2023-02-16 22:24:57,0,98.6253,0.492
2023-02-16 22:29:57,0,98.6383,0.52
2023-02-16 22:34:57,0,98.6489,0.55
2023-02-16 22:39:57,0,98.6574,0.556
2023-02-16 22:44:57,0,98.6555,0.533
2023-02-16 22:49:57,0,98.6552,0.497
2023-02-16 22:54:57,0,98.6569,0.476
2023-02-16 22:59:57,0,98.6797,0.457
2023-02-16 23:04:57,0,98.6863,0.443
2023-02-16 23:09:57,0,98.7019,0.414
2023-02-16 23:14:57,0,98.6999,0.381
2023-02-16 23:19:57,0,98.7236,0.35
2023-02-16 23:24:57,0,98.7398,0.325
2023-02-16 23:29:57,0,98.7325,0.302
2023-02-16 23:34:57,0,98.7494,0.271
2023-02-16 23:39:57,0,98.7681,0.235
2023-02-16 23:44:57,0,98.7855,0.21
2023-02-16 23:49:57,0,98.7982,0.18
2023-02-16 23:54:57,0,98.8173,0.166
2023-02-16 23:59:57,0,98.8334,0.158
2023-02-17 00:04:57,0,98.8396,0.141
2023-02-17 00:09:57,0,98.8446,0.124
2023-02-17 00:14:57,0,98.8553,0.102
2023-02-17 00:19:57,0,98.8737,0.088
2023-02-17 00:24:57,0,98.8848,0.064
2023-02-17 00:29:57,0,98.8971,0.037
2023-02-17 00:34:57,0,98.9072,0.008
2023-02-17 00:39:57,0,98.9155,-0.012
2023-02-17 00:44:57,0,98.9178,-0.025
2023-02-17 00:49:57,0,98.9317,-0.05
2023-02-17 00:54:57,0,98.9517,-0.079
2023-02-17 00:59:57,0,98.9708,-0.154
2023-02-17 01:04:57,0,98.9852,-0.305
2023-02-17 01:09:57,0,98.9916,-0.448
2023-02-17 01:14:57,0,98.9967,-0.558
2023-02-17 01:19:57,0,98.9948,-0.636
2023-02-17 01:24:57,0,99.004,-0.703
2023-02-17 01:29:57,0,99.0269,-0.828
2023-02-17 01:34:57,0,99.028,-0.932
2023-02-17 01:39:57,0,99.0378,-1.008
2023-02-17 01:44:57,0,99.0453,-1.079
2023-02-17 01:49:57,0,99.04,-1.122
2023-02-17 01:54:57,0,99.0404,-1.159
2023-02-17 01:59:57,0,99.0466,-1.207
2023-02-17 02:04:57,0,99.0432,-1.262
2023-02-17 02:09:57,0,99.0455,-1.411
2023-02-17 02:14:57,0,99.0574,-1.583
2023-02-17 02:19:57,0,99.0606,-1.662
2023-02-17 02:24:57,0,99.0789,-1.743
2023-02-17 02:29:57,0,99.0925,-1.824
2023-02-17 02:34:57,0,99.0979,-1.859
2023-02-17 02:39:57,0,99.1092,-1.872
2023-02-17 02:44:57,0,99.1122,-1.876
2023-02-17 02:49:57,0,99.1208,-1.933
2023-02-17 02:54:57,0,99.134,-2.02
2023-02-17 02:59:57,0,99.1335,-2.075
2023-02-17 03:04:57,0,99.1394,-2.037
2023-02-17 03:09:57,0,99.1418,-1.907
2023-02-17 03:14:57,0,99.1468,-1.766
2023-02-17 03:19:57,0,99.1617,-1.644
2023-02-17 03:24:57,0,99.1664,-1.547
2023-02-17 03:29:57,0,99.1837,-1.465
2023-02-17 03:34:57,0,99.1783,-1.408
2023-02-17 03:39:57,0,99.1977,-1.355
2023-02-17 03:44:57,0,99.2167,-1.319
2023-02-17 03:49:57,0,99.2077,-1.304
2023-02-17 03:54:57,0,99.1939,-1.288
2023-02-17 03:59:57,0,99.2014,-1.278
2023-02-17 04:04:57,0,99.236,-1.268
2023-02-17 04:09:57,0,99.2426,-1.269
2023-02-17 04:14:57,0,99.2282,-1.275
2023-02-17 04:19:57,0,99.2438,-1.284
2023-02-17 04:24:57,0,99.2573,-1.303
2023-02-17 04:29:57,0,99.275,-1.321
2023-02-17 04:34:57,0,99.305,-1.344
2023-02-17 04:39:57,0,99.3243,-1.357
2023-02-17 04:44:57,0,99.3236,-1.377
2023-02-17 04:49:57,0,99.3395,-1.403
2023-02-17 04:54:57,0,99.3464,-1.44
2023-02-17 04:59:57,0,99.3608,-1.468
2023-02-17 05:04:57,0,99.3701,-1.494
2023-02-17 05:09:57,0,99.3777,-1.521
2023-02-17 05:14:57,0,99.3705,-1.544
2023-02-17 05:19:57,0,99.3802,-1.57
2023-02-17 05:24:57,0,99.4009,-1.599
2023-02-17 05:29:57,0,99.4074,-1.635
2023-02-17 05:34:57,0,99.4088,-1.676
2023-02-17 05:39:57,0,99.4383,-1.708
2023-02-17 05:44:57,0,99.45,-1.729
2023-02-17 05:49:57,0,99.4671,-1.741
2023-02-17 05:54:57,0,99.4895,-1.741
2023-02-17 05:59:57,0,99.492,-1.727
2023-02-17 06:04:57,0,99.4939,-1.728
2023-02-17 06:09:57,0,99.4977,-1.747
2023-02-17 06:14:57,0,99.497,-1.763
2023-02-17 06:19:57,0,99.5022,-1.788
2023-02-17 06:24:57,0,99.5124,-1.83
2023-02-17 06:29:57,0,99.5267,-1.874
2023-02-17 06:34:57,0,99.5394,-1.907
2023-02-17 06:39:57,0,99.5426,-1.929
2023-02-17 06:44:57,0,99.5515,-1.984
2023-02-17 06:49:57,0,99.5492,-2.076
2023-02-17 06:54:57,0,99.5746,-2.183
2023-02-17 06:59:57,0,99.583,-2.242
2023-02-17 07:04:57,0,99.5932,-2.262
2023-02-17 07:09:57,0,99.607,-2.264
2023-02-17 07:14:57,0,99.6151,-2.275
2023-02-17 07:19:57,0,99.6173,-2.291
2023-02-17 07:24:57,0,99.6237,-2.296
2023-02-17 07:29:57,0,99.6429,-2.295
2023-02-17 07:34:57,0,99.6537,-2.284
2023-02-17 07:39:57,0,99.6679,-2.262
2023-02-17 07:44:57,0,99.68,-2.237
2023-02-17 07:49:57,0,99.6827,-2.218
2023-02-17 07:54:57,0,99.6981,-2.201
2023-02-17 07:59:57,0,99.7114,-2.224
2023-02-17 08:04:57,0,99.7226,-2.265
2023-02-17 08:09:57,0,99.7252,-2.305
2023-02-17 08:14:57,0,99.7306,-2.328
2023-02-17 08:19:57,0,99.7431,-2.367
2023-02-17 08:24:57,0,99.7621,-2.429
2023-02-17 08:29:57,0,99.773,-2.498
2023-02-17 08:34:57,0,99.7819,-2.558
2023-02-17 08:39:57,0,99.7903,-2.6
2023-02-17 08:44:57,0,99.797,-2.633
2023-02-17 08:49:57,0,99.8018,-2.651
2023-02-17 08:54:57,0,99.8061,-2.655
2023-02-17 08:59:57,0,99.8133,-2.649
2023-02-17 09:04:57,0,99.8228,-2.651
2023-02-17 09:09:57,0,99.8371,-2.644
2023-02-17 09:14:57,0,99.8364,-2.63
2023-02-17 09:19:57,0,99.8429,-2.578
2023-02-17 09:24:57,0,99.8513,-2.535
2023-02-17 09:29:57,0,99.8569,-2.471
2023-02-17 09:34:57,0,99.8603,-2.363
2023-02-17 09:39:57,0,99.8743,-2.21
2023-02-17 09:44:57,0,99.8791,-2.044
2023-02-17 09:49:57,0,99.8864,-1.827
2023-02-17 09:54:57,0,99.8861,-1.675
2023-02-17 09:59:57,0,99.8975,-1.607
2023-02-17 10:04:57,0,99.903,-1.534
2023-02-17 10:09:57,0,99.9089,-1.531
2023-02-17 10:14:57,0,99.9154,-1.52
2023-02-17 10:19:57,0,99.9299,-1.487
2023-02-17 10:24:57,0,99.9416,-1.481
2023-02-17 10:29:57,0,99.9499,-1.575
2023-02-17 10:34:57,0,99.9509,-1.559
2023-02-17 10:39:57,0,99.9637,-1.522
2023-02-17 10:44:57,0,99.9661,-1.415
2023-02-17 10:49:57,0,99.9706,-1.161
2023-02-17 10:54:57,0,99.9806,-0.933
2023-02-17 10:59:57,0,99.9851,-0.755
2023-02-17 11:04:57,0,99.995,-0.567
2023-02-17 11:09:57,0,99.996,-0.492
2023-02-17 11:14:57,0,99.9975,-0.388
2023-02-17 11:19:57,0,99.9895,-0.139
2023-02-17 11:24:57,0,100.002,0.045
2023-02-17 11:29:57,0,100.01,-0.017
2023-02-17 11:34:57,0,100.019,-0.116
2023-02-17 11:39:57,0,100.025,-0.243
2023-02-17 11:44:57,0,100.035,-0.379
2023-02-17 11:49:57,0,100.041,-0.482
2023-02-17 11:54:57,0,100.041,-0.605
2023-02-17 11:59:57,0,100.055,-0.738
2023-02-17 12:04:57,0,100.058,-0.846
2023-02-17 12:09:57,0,100.066,-0.93
2023-02-17 12:14:57,0,100.073,-0.967
2023-02-17 12:19:57,0,100.082,-0.969
2023-02-17 12:24:57,0,100.082,-0.921
2023-02-17 12:29:57,0,100.085,-0.925
2023-02-17 12:34:57,0,100.094,-0.902
2023-02-17 12:39:57,0,100.096,-0.9
2023-02-17 12:44:57,0,100.089,-0.916
2023-02-17 12:49:57,0,100.076,-0.868
2023-02-17 12:54:57,0,100.075,-0.822
2023-02-17 12:59:57,0,100.075,-0.844
2023-02-17 13:04:57,0,100.077,-0.935
2023-02-17 13:09:57,0,100.078,-0.957
2023-02-17 13:14:57,0,100.077,-0.941
2023-02-17 13:19:57,0,100.08,-0.958
2023-02-17 13:24:57,0,100.08,-0.967
2023-02-17 13:29:57,0,100.078,-0.95
2023-02-17 13:34:57,0,100.072,-0.91
2023-02-17 13:39:57,0,100.07,-0.892
2023-02-17 13:44:57,0,100.072,-0.907
2023-02-17 13:49:57,0,100.076,-0.941
2023-02-17 13:54:57,0,100.082,-0.962
2023-02-17 13:59:57,0,100.08,-0.966
2023-02-17 14:04:57,0,100.083,-0.961
2023-02-17 14:09:57,0,100.085,-0.959
2023-02-17 14:14:57,0,100.086,-0.985
2023-02-17 14:19:57,0,100.087,-0.957
2023-02-17 14:24:57,0,100.084,-0.961
2023-02-17 14:29:57,0,100.082,-0.948
2023-02-17 14:34:57,0,100.084,-0.953
2023-02-17 14:39:57,0,100.09,-0.916
2023-02-17 14:44:57,0,100.088,-0.882
2023-02-17 14:49:57,0,100.086,-0.876
2023-02-17 14:54:57,0,100.091,-0.834
2023-02-17 14:59:57,0,100.081,-0.771
2023-02-17 15:04:57,0,100.082,-0.747
2023-02-17 15:09:57,0,100.079,-0.743
2023-02-17 15:14:57,0,100.081,-0.792
2023-02-17 15:19:57,0,100.083,-0.873
2023-02-17 15:24:57,0,100.088,-0.91
2023-02-17 15:29:57,0,100.103,-0.901
2023-02-17 15:34:57,0,100.119,-0.935
2023-02-17 15:39:57,0,100.125,-0.957
2023-02-17 15:44:57,0,100.131,-0.99
2023-02-17 15:49:57,0,100.137,-1.043
2023-02-17 15:54:57,0,100.143,-1.118
2023-02-17 15:59:57,0,100.144,-1.129
2023-02-17 16:04:57,0,100.15,-1.154
2023-02-17 16:09:57,0,100.156,-1.21
2023-02-17 16:14:57,0,100.166,-1.262
2023-02-17 16:19:57,0,100.168,-1.257
2023-02-17 16:24:57,0,100.174,-1.268
2023-02-17 16:29:57,0,100.174,-1.202
2023-02-17 16:34:57,0,100.183,-1.124
2023-02-17 16:39:57,0,100.185,-1.179
2023-02-17 16:44:57,0,100.191,-1.288
2023-02-17 16:49:57,0,100.209,-1.573
